Modelo,CVE ID,Second Description,AccessVector,Attack Complexity,Confidentiality Impact,Integrity Impact,Availability Impact,Base Score,Base Severity,Exploitability Score,Impact Score
Whatsapp,CVE-2019-3571,"Un problema de comprobación de entrada afectó a WhatsApp Desktop versiones anteriores a 0.3.3793, lo que permite a los clientes maliciosos enviar archivos a usuarios que se desplegarían con una extensión incorrecta.",NETWORK,LOW,NONE,PARTIAL,NONE,5.0,MEDIUM,,
Whatsapp,CVE-2019-11927,Un desbordamiento de enteros en las bibliotecas de análisis multimedia de WhatsApp permite a un atacante remoto llevar a cabo una escritura fuera de límite en el pila por medio de etiquetas EXIF especialmente diseñadas en imágenes WEBP. Este problema afecta a WhatsApp para Android anterior a la versión 2.19.143 y WhatsApp para iOS anterior a la versión 2.19.100.,NETWORK,MEDIUM,PARTIAL,PARTIAL,PARTIAL,6.8,MEDIUM,,
Whatsapp,CVE-2019-11932,"Una vulnerabilidad doble gratuita en la función DDGifSlurp en decoding.c en la biblioteca android-gif-drawable antes de la versión 1.2.18, como se usa en WhatsApp para Android antes de la versión 2.19.244 y muchas otras aplicaciones de Android, permite a los atacantes remotos ejecutar código arbitrario o causar una denegación de servicio cuando la biblioteca se utiliza para analizar una imagen GIF especialmente diseñada.",NETWORK,MEDIUM,PARTIAL,PARTIAL,PARTIAL,6.8,MEDIUM,,
Whatsapp,CVE-2019-11933,"Un error de desbordamiento del búfer de la pila en libpl_droidsonroids_gif antes del 1.2.19, como es usado en WhatsApp para Android anteriores a la versión 2.19.291, podría permitir a atacantes remotos ejecutar código arbitrario o causar una denegación de servicio.",NETWORK,LOW,PARTIAL,PARTIAL,PARTIAL,7.5,HIGH,,
Whatsapp,CVE-2019-11931,"Se podría desencadenar un desbordamiento de búfer en la región heap de la memoria en WhatsApp mediante el envío de un archivo MP4 especialmente diseñado hacia un usuario de WhatsApp. El problema estaba presente en el análisis de los metadatos de flujo elemental de un archivo MP4 y podría resultar en un DoS o RCE. Esto afecta a Android versiones anteriores a la versión 2.19.274, iOS versiones anteriores a la versión 2.19.100, Enterprise Client versiones anteriores a la versión 2.25.3, Business for Android versiones anteriores a 2.19.104 y Business for iOS versiones anteriores a 2.19.100.",NETWORK,MEDIUM,PARTIAL,PARTIAL,PARTIAL,6.8,MEDIUM,,
Whatsapp,CVE-2019-18426,"Una vulnerabilidad en WhatsApp Desktop versiones anteriores a 0.3.9309, cuando se combina con WhatsApp para iPhone versiones anteriores a 2.20.10, permite ataques de tipo cross-site scripting y la lectura de archivos locales. Explotar la vulnerabilidad requiere que la víctima haga clic en la vista previa de un enlace de mensaje de texto especialmente diseñado.",NETWORK,MEDIUM,PARTIAL,PARTIAL,NONE,5.8,MEDIUM,,
Whatsapp,CVE-2019-11928,"Un problema de comprobación de entrada en WhatsApp Desktop versiones anteriores a la v0.3.4932, podría haber permitido un ataque de tipo cross-site scripting al hacer clic en un enlace de un mensaje de ubicación en vivo especialmente diseñado",NETWORK,MEDIUM,NONE,PARTIAL,NONE,4.3,MEDIUM,,
Whatsapp,CVE-2020-1886,"Un desbordamiento del búfer en WhatsApp para Android versiones anteriores a v2.20.11 y WhatsApp Business para Android versiones anteriores a v2.20.2, podría haber permitido una escritura fuera de límites por medio de una transmisión de video especialmente diseñada después de recibir y responder una videollamada maliciosa",NETWORK,MEDIUM,PARTIAL,PARTIAL,PARTIAL,6.8,MEDIUM,,
Whatsapp,CVE-2020-1889,"Un problema de omisión de la característica de seguridad en WhatsApp Desktop versiones anteriores a v0.3.4932, podría haber permitido el escape del sandbox en Electron y una escalada de privilegios si se combinaba con una vulnerabilidad de ejecución de código remota dentro del proceso de renderización en sandbox",NETWORK,LOW,PARTIAL,PARTIAL,PARTIAL,7.5,HIGH,,
Whatsapp,CVE-2020-1890,"Un problema de comprobación de URL en WhatsApp para Android versiones anteriores a v2.20.11 y WhatsApp Business para Android versiones anteriores a v2.20.2, podría haber causado que el destinatario de un mensaje sticker que contenía datos deliberadamente malformados cargara una imagen desde una URL controlada por el remitente sin interacción del usuario",NETWORK,LOW,NONE,PARTIAL,NONE,5.0,MEDIUM,,
Whatsapp,CVE-2020-1891,"Un parámetro controlado por usuario usado en videollamada en WhatsApp para Android versiones anteriores a v2.20.17, WhatsApp Business para Android versiones anteriores a v2.20.7, WhatsApp para iPhone versiones anteriores a v2.20.20 y WhatsApp Business para iPhone versiones anteriores a v2.20.20, podría haber permitido una escritura fuera de límites en dispositivos de 32 bits",NETWORK,LOW,PARTIAL,PARTIAL,PARTIAL,7.5,HIGH,,
Whatsapp,CVE-2020-1894,"Un desbordamiento de escritura de pila en WhatsApp para Android versiones anteriores a v2.20.35, WhatsApp Business para Android versiones anteriores a v2.20.20, WhatsApp para iPhone versiones anteriores a v2.20.30 y WhatsApp Business para iPhone versiones anteriores a v2.20.30, podría haber permitido una ejecución de código arbitraria cuando se reproduce un mensaje push to talk especialmente diseñado",NETWORK,MEDIUM,PARTIAL,PARTIAL,PARTIAL,6.8,MEDIUM,,
Whatsapp,CVE-2020-1901,"Al recibir un mensaje de texto grande que contiene una URL en WhatsApp para iOS anterior a versión v2.20.91.4, podría haber causado que la aplicación se congelara mientras se procesaba el mensaje",NETWORK,LOW,NONE,NONE,PARTIAL,5.0,MEDIUM,,
Whatsapp,CVE-2020-1902,"Un usuario que realiza una búsqueda rápida en un mensaje altamente reenviado en WhatsApp para Android desde versiones v2.20.108 hasta v2.20.140 o WhatsApp Business para Android desde versiones v2.20.35 hasta v2.20.49, podría haber sido enviado al servicio de Google por medio de un HTTP plano",NETWORK,LOW,PARTIAL,NONE,NONE,5.0,MEDIUM,,
Whatsapp,CVE-2020-1903,"Un problema al descomprimir documentos docx, pptx y xlsx en WhatsApp para iOS anterior a versión v2.20.61 y WhatsApp Business para iOS anterior a versión v2.20.61, podría haber resultado en una denegación de servicio por falta de memoria.&#xa0;Este problema habría requerido que el receptor abriera explícitamente el archivo adjunto si se recibió de un número que no estaba en los contactos de WhatsApp del receptor",NETWORK,MEDIUM,NONE,NONE,PARTIAL,4.3,MEDIUM,,
Whatsapp,CVE-2020-1904,"Un problema de validación de rutas en WhatsApp para iOS anterior a la v2.20.61 y en WhatsApp Business para iOS anterior a la v2.20.61 podría haber permitido atravesar directorios sobrescribiendo archivos al enviar archivos docx, xlsx y pptx especialmente diseñados como adjuntos a los mensajes",NETWORK,MEDIUM,NONE,PARTIAL,NONE,4.3,MEDIUM,,
Whatsapp,CVE-2020-1905,"Los URI de Media ContentProvider usados para abrir archivos adjuntos en otras aplicaciones se generaron secuencialmente antes de WhatsApp para Android versión v2.20.185, lo que podría haber permitido que una aplicación de terceros maliciosa elegida para abrir el archivo adivine los URI de los archivos adjuntos abiertos previamente hasta que la aplicación de apertura sea finalizada",NETWORK,MEDIUM,PARTIAL,NONE,NONE,4.3,MEDIUM,,
Whatsapp,CVE-2020-1906,"Un desbordamiento de búfer en WhatsApp para Android anterior a versión v2.20.130 y WhatsApp Business para Android anterior a versión v2.20.46, podría haber permitido una escritura fuera de límites al procesar videos locales malformados con transmisiones de audio E-AC-3",LOCAL,LOW,PARTIAL,PARTIAL,PARTIAL,4.6,MEDIUM,,
Whatsapp,CVE-2020-1907,"Un desbordamiento de pila en WhatsApp para Android anterior a versión v2.20.196.16, WhatsApp Business para Android anterior a versión v2.20.196.12, WhatsApp para iOS anterior a versión v2.20.90, WhatsApp Business para iOS anterior a versión v2.20.90 y WhatsApp para Portal anterior a versión v173.0.0.29.505, podría haber permitido una ejecución de código arbitrario cuando analiza el contenido de un encabezado RTP Extension",NETWORK,LOW,PARTIAL,PARTIAL,PARTIAL,7.5,HIGH,,
Whatsapp,CVE-2019-13633,"Blinger.io versión v.1.0.2519, es vulnerable a un ataque de tipo XSS Ciego y Persistente.&#xa0;Un atacante puede enviar código JavaScript arbitrario por medio de un canal de comunicación integrado, tales como Telegram, WhatsApp, Viber, Skype, Facebook, Vkontakte u Odnoklassniki.&#xa0;Esto es manejado inapropiadamente dentro del panel de administración para conversations/all, conversations/inbox, conversations/unassigned, and conversations/closed",NETWORK,MEDIUM,NONE,PARTIAL,NONE,4.3,MEDIUM,,
Whatsapp,CVE-2020-1908,"La autorización inapropiada de la funcionalidad Screen Lock en WhatsApp y WhatsApp Business para iOS anterior a versión v2.20.100, podría haber permitido el uso de Siri para interactuar con la aplicación WhatsApp inclusive después de que el teléfono estuviera bloqueado",LOCAL,LOW,NONE,PARTIAL,NONE,2.1,LOW,,
Whatsapp,CVE-2020-1909,"Un uso de la memoria previamente liberada en una biblioteca de registro en WhatsApp para iOS anterior a versión v2.20.111 y WhatsApp Business para iOS anterior a versión v2.20.111, podría haber resultado en una corrupción de la memoria, fallos y potencialmente una ejecución de código.&#xa0;Esto podría haber sucedido solo si varios eventos ocurrieron juntos en secuencia, incluyendo la recepción de una pegatina animada mientras se coloca una videollamada de WhatsApp en espera",NETWORK,LOW,PARTIAL,PARTIAL,PARTIAL,7.5,HIGH,,
Whatsapp,CVE-2020-1910,"Una falta de comprobación de límites en WhatsApp para Android anterior a la v2.21.1.13 y WhatsApp Business para Android anterior a la versión v2.21.1.13, podría haber permitido la lectura y escritura fuera de límites si un usuario aplicaba filtros de imagen específicos a una imagen especialmente diseñada y enviar la imagen resultante",NETWORK,MEDIUM,PARTIAL,PARTIAL,PARTIAL,6.8,MEDIUM,,
Whatsapp,CVE-2021-24026,"Una falta de comprobación de límites dentro de la tubería de decodificación de audio para llamadas de WhatsApp en WhatsApp para Android versiones anteriores a v2.21.3, WhatsApp Business para Android versiones anteriores a v2.21.3, WhatsApp para iOS versiones anteriores a v2.21.32 y WhatsApp Business para iOS versiones anteriores a v2. 21.32, podría haber permitido una escritura fuera de límites",NETWORK,LOW,COMPLETE,COMPLETE,COMPLETE,10.0,HIGH,,
Whatsapp,CVE-2021-24027,"Un problema de configuración de caché anterior a WhatsApp para Android versión v2.21.4.18 y WhatsApp Business para Android versión v2.21.4.18, puede haber permitido a un tercero con acceso al almacenamiento externo del dispositivo leer material TLS almacenado en caché",NETWORK,LOW,PARTIAL,NONE,NONE,5.0,MEDIUM,,
Whatsapp,CVE-2021-24035,"Una falta de comprobación de los nombres de archivo al descomprimir archivos anterior a versión de WhatsApp para Android versión v2.21.8.13 y WhatsApp Business para Android versión v2.21.8.13, podría haber permitido ataques de salto de rutas que sobrescribieran los archivos de WhatsApp",NETWORK,LOW,NONE,PARTIAL,PARTIAL,6.4,MEDIUM,,
Whatsapp,CVE-2021-38332,"El plugin On Page SEO + Whatsapp Chat Button de WordPress, es vulnerable a un ataque de tipo Cross-Site Scripting Reflejado debido a un valor $_SERVER[""PHP_SELF""] reflejado en el archivo ~/settings.php que permite a atacantes inyectar scripts web arbitrario, en versiones hasta 1.0.1 incluyéndola",NETWORK,MEDIUM,NONE,PARTIAL,NONE,4.3,MEDIUM,,
Whatsapp,CVE-2021-24041,Una comprobación de límites faltante en el código de desenfoque de imágenes anterior a WhatsApp para Android v2.21.22.7 y WhatsApp Business para Android v2.21.22.7 podría haber permitido una escritura fuera de límites si un usuario enviaba una imagen maliciosa,NETWORK,LOW,PARTIAL,PARTIAL,PARTIAL,7.5,HIGH,,
Whatsapp,CVE-2021-24042,"La lógica de llamada de WhatsApp para Android versiones anteriores a 2.21.23, WhatsApp Business para Android versiones anteriores a 2.21.23, WhatsApp para iOS versiones anteriores a 2.21.230, WhatsApp Business para iOS versiones anteriores a 2.21.230, WhatsApp para KaiOS versiones anteriores a 2.2143, WhatsApp Desktop versiones anteriores a 2.2146, podría haber permitido una escritura fuera de límites si un usuario realiza una llamada 1:1 a un actor malicioso",NETWORK,LOW,PARTIAL,PARTIAL,PARTIAL,7.5,HIGH,,
Whatsapp,CVE-2021-24043,"Una comprobación de límites ausente en el código de análisis de banderas RTCP anterior a WhatsApp para Android versión v2.21.23.2, WhatsApp Business para Android versión v2.21.23.2, WhatsApp para iOS versión v2.21.230.6, WhatsApp Business para iOS versión 2.21.230.7 y WhatsApp Desktop versión v2.2145.0, podría haber permitido una lectura de pila fuera de límites si un usuario enviaba un paquete RTCP malformado durante una llamada establecida",NETWORK,LOW,PARTIAL,NONE,PARTIAL,6.4,MEDIUM,,
Whatsapp,CVE-2020-20096,"Whatsapp iOS 2.19.80 y anteriores y Android 2.19.222 y versiones anteriores de interfaz de usuario, no representa apropiadamente los mensajes URI al usuario, lo que resulta en una suplantación de URI por medio de mensajes especialmente diseñados",NETWORK,MEDIUM,NONE,PARTIAL,NONE,4.3,MEDIUM,,
Whatsapp,CVE-2022-1994,"El plugin Login With OTP Over SMS, Email, WhatsApp and Google Authenticator de WordPress versiones anteriores a 1.0.8, no escapa a su configuración, permitiendo a usuarios con altos privilegios, como los administradores, llevar a cabo ataques de tipo Cross-Site Scripting incluso cuando unfiltered_html no está permitido",NETWORK,MEDIUM,NONE,PARTIAL,NONE,3.5,LOW,,
Whatsapp,CVE-2022-36934,Un desbordamiento de enteros en WhatsApp podría dar resultar en una ejecución de código remota en una videollamada establecida,NETWORK,LOW,HIGH,HIGH,HIGH,9.8,CRITICAL,,
Whatsapp,CVE-2022-27492,Un desbordamiento de enteros en WhatsApp podría haber causado una ejecución de código remota cuando es recibido un archivo de vídeo diseñado.,LOCAL,LOW,HIGH,HIGH,HIGH,7.8,HIGH,,
Facebook,CVE-2008-5711,Desbordamiento de búfer basado en montículo en el control ActiveX de Facebook PhotoUploader 5.0.14.0 y anteriores permite a atacantes remotos ejecutar código de su elección mediante un valor de la propiedad FileMask largo.,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE,9.3,HIGH,,
Facebook,CVE-2015-4413,Vulnerabilidad de XSS en la función new_fb_sign_button en nextend-facebook-connect.php en el plugin Nextend Facebook Connect anterior a 1.5.6 para WordPress permite a atacantes remotos inyectar secuencias de comandos web arbitrarios o HTML a través del parámetro redirect_to.,NETWORK,MEDIUM,NONE,PARTIAL,NONE,4.3,MEDIUM,,
Facebook,CVE-2014-5923,"La aplicación Facebook Status Via 3.5 (también conocida como com.StatusViaAdvanced) para Android no verifica los certificados X.509 de los servidores SSL, lo que permite a atacantes man-in-the-middle falsificar servidores y obtener información sensible a través de un certificado manipulado.",ADJACENT_NETWORK,MEDIUM,PARTIAL,PARTIAL,PARTIAL,5.4,MEDIUM,,
Facebook,CVE-2008-0660,"Múltiples desbordamientos de búfer basados en pila en el control ActiveX de Aurigma Image Uploader (ImageUploader4.ocx) versiones 4.6.17.0, 4.5.70.0 y 4.5.126.0 y en ImageUploader5 5.0.10.0, tal y como se usa en Facebook PhotoUploader 4.5.57.0, permiten a atacantes remotos ejecutar código de su elección mediante valores largos en las propiedades (1) ExtractExif y (2) ExtractIptc.",NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE,9.3,HIGH,,
Facebook,CVE-2014-6637,"La aplicación Facebook Facts 0.1 (también conocida como com.wFacebookFacts) para Android no verifica los certificados X.509 de los servidores SSL, lo que permite a atacantes man-in-the-middle falsificar servidores y obtener información sensible a través de un certificado manipulado.",ADJACENT_NETWORK,MEDIUM,PARTIAL,PARTIAL,PARTIAL,5.4,MEDIUM,,
Facebook,CVE-2011-4624,Vulnerabilidad de XSS en facebook.php en el plugin GRAND FlAGallery (flash-album-gallery) anterior a 1.57 para WordPress permite a atacantes remotos inyectar secuencias de comandos web o HTML arbitrarios a través del parámetro i.,NETWORK,MEDIUM,NONE,PARTIAL,NONE,4.3,MEDIUM,,
Facebook,CVE-2014-6392,"** DISPUTADA ** Vulnerabilidad de XSS en la aplicación Facebook 14.0 y la aplicación Facebook Messenger 10.0 para iOS permite a atacantes remotos inyectar secuencias de comandos web arbitrarios o HTML a través de una extensión de nombres de ficheros que se maneja incorrectamente durante la captura de trafico MIME del chat. NOTA: el proveedor disputa la relevancia de este informe, porque el usuario debe aceptar un aviso interesticial antes de que se renderice el contenido del fichero HTML y porque el origen del contenido HTML se trata de un dominio sandbox.",NETWORK,MEDIUM,NONE,PARTIAL,NONE,4.3,MEDIUM,,
Facebook,CVE-2014-4303,Múltiples vulnerabilidades de XSS en el tema Touch 7.x-1.x anterior a 7.x-1.9 para Drupal permiten a usuarios remotos autenticados con los permisos de los temas de administrar inyectar secuencias de comandos web o HTML arbitrarios a través de vectores relacionados con las configuraciones de nombre de usuario de (1) Twitter y (2) Facebook.,NETWORK,HIGH,NONE,PARTIAL,NONE,2.1,LOW,,
Facebook,CVE-2010-5056,Vulnerabilidad de inyección SQL en el componente GBU Facebook (com_gbufacebook) v1.0.5 para Joomla! permite a atacantes remotos ejecutar comandos SQL de su elección a través del parámetro face_id. una acción show_face de index.php,NETWORK,LOW,PARTIAL,PARTIAL,PARTIAL,7.5,HIGH,,
Facebook,CVE-2011-2382,"Microsoft Internet Explorer v8 y versiones anteriores, y la beta de Internet Explorer v9, no restringen adecuadamente las acciones de arrastrar y soltar a través de diferentes zonas de seguridad, lo que permite leer archivos de cookies a atacantes remotos asistidos por el usuario a través de vectores que implican un elemento IFRAME con un atributo SRC que contiene una URL file:, como lo demuestra un juego de Facebook, relacionado con un problema de ""cookiejacking"".",NETWORK,MEDIUM,PARTIAL,NONE,NONE,4.3,MEDIUM,,
Facebook,CVE-2011-2383,"Microsoft Internet Explorer versión 9 y anteriores, no restringen apropiadamente las acciones de arrastrar y soltar en zona cruzada, lo que permite a los atacantes remotos asistidos por el usuario leer archivos de cookies por medio  de vectores que involucran un elemento IFRAME con un atributo SRC que contiene una URL http: que redirecciona hacia URL file:, como es demostrado por un juego de Facebook, relacionado con un problema de ""cookiejacking"", también se conoce como ""Drag and Drop Information Disclosure Vulnerability"". NOTA: esta vulnerabilidad se presenta debido a una corrección incompleta en la versión 9 de Internet Explorer.",NETWORK,MEDIUM,PARTIAL,NONE,NONE,4.3,MEDIUM,,
Facebook,CVE-2011-5190,"Múltiples vulnerabilidades de ejecución de secuencias de comandos en sitios cruzados (XSS) en Social Book Facebook Clone 2010, permite a atacantes remotos inyectar secuencias de comandos web o HTML a través del parámetro PATH_INFO sobre (1) signup.php, (2) lostpass.php, (3) login.php, (4) index.php, (5) help_tos.php, (6) help_contact.php, o (7) help.php.",NETWORK,MEDIUM,NONE,PARTIAL,NONE,4.3,MEDIUM,,
Facebook,CVE-2011-5257,Vulnerabilidad de ejecución de secuencias de comandos en sitios cruzados (XSS) en el tema ClassiPress antes de v3.1.5 para WordPress que permite a atacantes remotos inyectar secuencias de comandos web o HTML a través del parámetro (1) twitter_id relacionado con el widget de Twitter y (2) facebook_id parámetro relacionado con la Facebook widget.,NETWORK,MEDIUM,NONE,PARTIAL,NONE,4.3,MEDIUM,,
Facebook,CVE-2012-1077,"Vulnerabilidad de inyección de comandos SQL en la extensión Post data records to facebook (bc_post2facebook) v0.2.2 para TYPO3, permite a atacantes remotos ejecutar comandos SQL de su elección a través de vectores no especificados.",NETWORK,LOW,PARTIAL,PARTIAL,PARTIAL,7.5,HIGH,,
Facebook,CVE-2012-1087,"Vulnerabilida de ejecución de secuencias de comandos en sitios cruzados en la extensión Post data records to facebook (bc_post2facebook) antes de v0.2.2 para TYPO3, permite a atacantes remotos inyectar secuencias de comandos web o HTML a través de vectores no especificados.",NETWORK,MEDIUM,NONE,PARTIAL,NONE,4.3,MEDIUM,,
Facebook,CVE-2012-4759,"Vulnerabilidad de ruta de búsqueda no confiable en facebook_plugin.fpi en el complemento para Facebook en Foxit Reader v5.3.1.0606, permite a usuarios locales ganar privilegios a través de un caballo de troya dwmapi.dll en el archivo de trabajo actual, como se demostró con un durectorio que contiene un archivo .pdf. NOTA: algunos de estos detalles han sido obtenidos de fuentes de terceros.",LOCAL,MEDIUM,COMPLETE,COMPLETE,COMPLETE,6.9,MEDIUM,,
Facebook,CVE-2013-2703,"Vulnerabilidad CSRF en el plugin Facebook Members anterior a 5.0.5  para WordPress, permite a atacantes remotos secuestrar la autenticación de los administradores para peticiones que modifican los parámetros del plugin.",NETWORK,MEDIUM,PARTIAL,PARTIAL,PARTIAL,6.8,MEDIUM,,
Facebook,CVE-2014-2208,Vulnerabilidad de inyección CRLF en la implementación del protocolo LightProcess en hphp/util/light-process.cpp en Facebook HipHop Virtual Machine (HHVM) anterior a 2.4.2 permite a atacantes remotos ejecutar comandos arbitrarios introduciendo el carácter \n (nueva linea) antes del final de una cadena,NETWORK,LOW,PARTIAL,PARTIAL,PARTIAL,7.5,HIGH,,
Facebook,CVE-2014-2209,"Facebook HipHop Virtual Machine (HHVM) anterior a 3.1.0 no baja la pertenencia a grupos complementarios dentro de hphp/util/capability.cpp y hphp/util/light-process.cpp, lo que permite a atacantes remotos saltarse las restricciones de acceso aprovechándose de los permisos de grupo para un archivo o directorio.",NETWORK,LOW,NONE,PARTIAL,NONE,5.0,MEDIUM,,
Facebook,CVE-2014-5386,"La función mcrypt_create_iv en hphp/runtime/ext/mcrypt/ext_mcrypt.cpp en Facebook HipHop Virtual Machine (HHVM) anterior a 3.3.0 no inicializa el generador de números aleatorios, lo que hace que sea más fácil para los atacantes derrotar los mecanismos de protección criptográficos mediante el aprovechamiento del uso de único vector de inicialización",NETWORK,LOW,NONE,PARTIAL,NONE,5.0,MEDIUM,,
Facebook,CVE-2014-4528,"Múltiples vulnerabilidades de XSS en admin/swarm-settings.php en el plugin Bugs Go Viral : Facebook Promotion Generator (fbpromotions) 1.3.4 y anteriores para WordPress permiten a atacantes remotos inyectar secuencias de comandos web o HTML arbitrarios a través del parámetro (1) promo_type, (2) fb_edit_action, o (3) promo_id.",NETWORK,MEDIUM,NONE,PARTIAL,NONE,4.3,MEDIUM,,
Facebook,CVE-2014-7376,"La aplicación para Facebook Profits on Steroids (también conocida como com.wFacebookProfitsonSteroids ) 0.1 no verifica los certificados X.509 de los servidores SSL, lo que permite a atacantes man-in-the-middle suplantar servidores y obtener información sensible a través de un certificado manipulado.",ADJACENT_NETWORK,MEDIUM,PARTIAL,PARTIAL,PARTIAL,5.4,MEDIUM,,
Facebook,CVE-2014-8800,Vulnerabilidad de XSS en nextend-facebook-settings.php en el plugin Nextend Facebook Connect anterior a 1.5.1 para WordPress permite a atacantes remotosw inyectar secuencias de comandos web o HTML arbitrarios a través del parámetro fb_login_button en una acción newfb_update_options.,NETWORK,MEDIUM,NONE,PARTIAL,NONE,4.3,MEDIUM,,
