Modelo,CVE ID,Second Description,AccessVector,Attack Complexity,Confidentiality Impact,Integrity Impact,Availability Impact,Base Score,Base Severity,Exploitability Score,Impact Score
iPhone 10,CVE-2011-1417,"Un desbordamiento de enteros en QuickLook, tal y como es usado en Mac OS X anterior a versión 10.6.7 y MobileSafari en iOS anterior a versión  4.2.7 y versiones 4.3.x anteriores a 4.3.2, de Apple, permite a los atacantes remotos ejecutar código arbitrario o causar una denegación de servicio (corrupción de memoria y bloqueo de aplicación) por medio de un documento de Microsoft Office con un campo de tamaño diseñado en OfficeArtMetafileHeader, relacionado a OfficeArtBlip, como es demostrado en el iPhone por Charlie Miller y Dion Blazakis durante una competencia de Pwn2Own en CanSecWest 2011.",NETWORK,MEDIUM,PARTIAL,PARTIAL,PARTIAL,6.8,MEDIUM,,
iPhone 10,CVE-2016-7638,"Se ha descubierto un problema en ciertos productos Apple. iOS en versiones anteriores a 10.2 está afectado. El problema involucra al componente ""Find My iPhone"", que permite a atacantes próximos físicamente deshabilitar este componente eludiendo la autenticación.",LOCAL,LOW,NONE,NONE,PARTIAL,2.1,LOW,,
iPhone 10,CVE-2017-2352,"Se ha descubierto un problema en ciertos productos Apple. iOS en versiones anteriores a 10.2.1 está afectado. watchOS en versiones anteriores a 3.1.3 está afectado. El problema involucra al componente ""Unlock with iPhone"", que permite a atacantes eludir el mecanismo de protección de presencia de muñeca y desbloquear un dispositivo Watch a través de vectores no especificados.",LOCAL,LOW,NONE,PARTIAL,NONE,2.1,LOW,,
iPhone 3,CVE-2009-0153,"International Components para Unicode (ICU) en Apple Mac OS X v10.5 antes de v10.5.7 no maneja correctamente las secuencias de bytes no válidos durante la conversión a Unicode, lo cual podría permitir a atacantes remotos realizar ataques de secuencias de comandos en sitios cruzados (XSS).",NETWORK,MEDIUM,NONE,PARTIAL,NONE,4.3,MEDIUM,,
iPhone 3,CVE-2007-2400,"Una condición de carrera en Apple Safari versiones 3 Beta anteriores a 3.0.2 en Mac OS X, Windows XP, Windows Vista, y iPhone versiones anteriores a 1.0.1, permite a atacantes remotos omitir el modelo de seguridad de Java y modificar páginas fuera del dominio de seguridad y conducir ataques de tipo cross-site scripting (XSS) por medio de vectores relacionados con la actualización de páginas y redireccionamientos de HTTP.",NETWORK,MEDIUM,NONE,PARTIAL,NONE,4.3,MEDIUM,,
iPhone 3,CVE-2007-3742,"WEbKit en Apple Safari 3 Beta anterior al Update 3.0.3, y iPhone anterior a 1.0.1, no maneja adecuadamente la interacción entre el soporte para Nombres de Dominio Internacionales (International Domain Name o IDN) y las fuentes Unicode, lo cual permite a atacantes remotos crear un URL conteniendo ""caracteres con apariencia similar"" (homógrafos), y posiblemente realizar ataques de fraude (phishing).",NETWORK,MEDIUM,NONE,PARTIAL,NONE,4.3,MEDIUM,,
iPhone 3,CVE-2007-3756,"Safari en Apple iPhone versiones anteriores a 1.1.1 y Safari versión 3 anterior a Beta Update 3.0.4 en Windows y Mac OS X versiones 10.4 hasta 10.4.10, permite a atacantes remotos obtener información confidencial por medio de una página web diseñada que identifica la URL de la ventana principal, incluso cuando la ventana principal está en un dominio diferente.",NETWORK,MEDIUM,PARTIAL,NONE,NONE,4.3,MEDIUM,,
iPhone 3,CVE-2007-3758,"Safari en Apple iPhone versión 1.1.1 y Safari versión 3 anterior a beta Update 3.0.4 en Windows y en Mac OS X versiones 10.4 hasta 10.4.10, permite a atacantes remotos ajustar las propiedades de ventana de Javascript para las páginas web que están en un dominio diferente, el cual puede ser aprovechado para conducir ataques de tipo cross-site scripting (XSS).",NETWORK,MEDIUM,NONE,PARTIAL,NONE,4.3,MEDIUM,,
iPhone 3,CVE-2007-3760,"Una vulnerabilidad de tipo cross-site scripting (XSS) en Safari en Apple iPhone versiones anteriores a 1.1.1 y Safari versión 3 anterior a Beta Update 3.0.4 en Windows y Mac OS X versiones 10.4 hasta 10.4.10, permite a atacantes remotos inyectar script web o HTML arbitrario por medio de etiquetas de trama.",NETWORK,MEDIUM,NONE,PARTIAL,NONE,4.3,MEDIUM,,
iPhone 3,CVE-2007-3944,"Múltiples desbordamientos de búfer en la región heap de la memoria en la biblioteca de Perl Compatible Regular Expressions (PCRE) en el motor de JavaScript en WebKit en Apple Safari versión 3 Beta anterior al Update 3.0.3 y iPhone versiones anteriores a 1.0.1, permiten a atacantes remotos ejecutar código arbitrario por medio de cierto expresiones regulares de JavaScript. NOTA: este problema se reportó originalmente solo para MobileSafari en el iPhone. NOTA: no está claro si esto es debido a un problema en la distribución original de PCRE, que ya podría tener un identificador CVE por separado.",NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE,9.3,HIGH,,
iPhone 3,CVE-2007-4671,"Una vulnerabilidad no especificada de Safari en Apple iPhone versiones anteriores a 1.1.1 y Safari versión 3 anterior a Beta Update 3.0.4 en Windows y Mac OS X versiones 10.4 hasta 10.4.10, permite a atacantes remotos  ""alter or access"" al contenido HTTPS por medio de una sesión HTTP con una página web diseñada que causa que Javascript sea aplicado a páginas HTTPS del mismo dominio.",NETWORK,MEDIUM,PARTIAL,PARTIAL,PARTIAL,6.8,MEDIUM,,
iPhone 3,CVE-2008-3623,"Desbordamiento de búfer basado en montículo en CoreGraphics en Apple Safari antes de v3.2 en Windows permite a atacantes remotos ejecutar código de su elección o provocar una denegación de servicio (caída de la aplicación) mediante una imagen manipulada, relacionado con el manejo inadecuado de espacios de color.",NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE,9.3,HIGH,,
iPhone 3,CVE-2014-6648,"La aplicación iPhone4.TW 3.3.20 (también conocida como com.tapatalk.iPhone4TWforums) para Android no verifica los certificados X.509 de los servidores SSL, lo que permite a atacantes man-in-the-middle falsificar servidores y obtener información sensible a través de un certificado manipulado.",ADJACENT_NETWORK,MEDIUM,PARTIAL,PARTIAL,PARTIAL,5.4,MEDIUM,,
iPhone 3,CVE-2009-0945,"WebKit, utilizado en Safari anterior a v3.2.3 y v4 Public Beta, en Apple Mac OS X v10.4.11 y v10.5 y anteriores a v10.5.7 y Windows permite a atacantes remotos ejecutar código arbitrario a través de un objeto elaborado SVGList que provoca una corrupción de memoria.",NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE,9.3,HIGH,,
iPhone 3,CVE-2009-1724,"Una vulnerabilidad de tipo cross-site scripting (XSS) en WebKit en Safari de Apple anterior a versión 4.0.2, tal y como es usado en iPhone OS anterior a versión 3.1, iPhone OS anterior a versión 3.1.1 para iPod touch, y otras plataformas, permite a los atacantes remotos inyectar script web o HTML arbitrario por medio de vectores relacionados con los objetos primarios y superiores.",NETWORK,MEDIUM,NONE,PARTIAL,NONE,4.3,MEDIUM,,
iPhone 3,CVE-2009-1725,"WebKit en Apple Safari anterior a v4.0.2, no maneja adecuadamente las referencias de caracteres numéricos, lo que permite a atacantes remotos ejecutar código de su elección o provocar una denegación de servicio (corrupción de memoria y caída de aplicación) a través de un documento HTML manipulado.",NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE,9.3,HIGH,,
iPhone 3,CVE-2009-2199,"Una vulnerabilidad de lista negra incompleta en WebKit en Safari de Apple anterior a versión 4.0.3, como es usado en iPhone OS anterior a versión 3.1, iPhone OS anterior a  versión 3.1.1, para iPod touch y otras plataformas, permite a atacantes remotos falsificar nombres de dominio en URL y posiblemente conducir ataques de phishing, por medio de homoglifos no especificados.",NETWORK,MEDIUM,NONE,PARTIAL,PARTIAL,5.8,MEDIUM,,
iPhone 3,CVE-2009-2204,"Vulnerabilidad sin especificar en el componente CoreTelephony en Apple iPhone anterior a 3.0.1, permite a atacantes remotos ejecutar  código de su elección, obtener coordenadas GPS o activar el micrófono a través de un SMS que provoca una corrupción de memoria, como se demostró por Charlie Miller en la SyScan '09 en Singapur.",NETWORK,LOW,COMPLETE,COMPLETE,COMPLETE,10.0,HIGH,,
iPhone 3,CVE-2009-2206,"Múltiples desbordamientos de búfer en la región heap de la memoria en la biblioteca AudioCodecs en el componente CoreAudio en iPhone OS anterior a versión 3.1, y iPhone OS anterior a versión 3.1.1 para iPod touch, de Apple, permiten a los atacantes remotos ejecutar código arbitrario o causar una denegación de servicio (bloqueo de aplicación) por medio de un archivo (1) AAC o (2) MP3 diseñado, como es demostrado mediante un tono de llamada con entradas malformadas en la tabla de tamaño de muestra.",NETWORK,MEDIUM,PARTIAL,PARTIAL,PARTIAL,6.8,MEDIUM,,
iPhone 3,CVE-2009-2207,"El componente MobileMail en Apple iPhone OS v3.0 y v3.0.1, y iPhone OS v3.0 para iPod touch, lista mensajes de correo electrónico borrados en los resultados de búsqueda de Spotlight, lo que permitiría a usuarios locales obtener información sensible mediante la lectura de estos mensajes.",LOCAL,LOW,PARTIAL,NONE,NONE,2.1,LOW,,
iPhone 3,CVE-2009-2794,"El componente Exchange Support en Apple iPhome OS anteriores a la 3.1, e iPhone OS anteriores a 3.1.1 para iPod touch, no implementan de forma adecuada la funcionalidad de bloqueo por tiempo de inactividad máximo, lo que permite a usuarios locales saltarse las restricciones impuestas por Microsoft Exchange seleccionando un valor de tiempo grande para Requiere Passcode.",LOCAL,LOW,PARTIAL,PARTIAL,PARTIAL,4.6,MEDIUM,,
iPhone 3,CVE-2009-2795,"Desbordamiento de búfer basado en memoria dinámica en el componente Recovery Mode en Apple iPhone OS anterior a v3.1, e iPhone OS anterior a v3.1.1 para iPod touch, permite a usuarios locales evitar el requisito de ""requerir clave"" y acceder a datos de su elección a través de vectores relacionados con el ""análisis de comandos"".",LOCAL,LOW,COMPLETE,COMPLETE,COMPLETE,7.2,HIGH,,
iPhone 3,CVE-2009-2796,"El componente UIKit  en Apple iPhone OS v3.0, y iPhone OS v3.0.1 para iPod touch, permite a atacantes que estén físicamente próximos  podrían descubrir la contraseña vigilando al usuario cuando borra caracteres del la contraseña",LOCAL,LOW,PARTIAL,NONE,NONE,2.1,LOW,,
iPhone 3,CVE-2009-2797,"El componente WebKit de Safari en Apple iPhone OS en versiones anteriores a la v3.1, e iPhone OS en versiones anteriores a la v3.1.1 para iPod touch, no elimina los nombres de usuario y contraseñas de las URLs enviadas en las cabeceras ""Referer"", lo que permite a atacantes remotos obtener información confidencial leyendo los logs ""Referer"" en el servidor web.",NETWORK,LOW,PARTIAL,NONE,NONE,5.0,MEDIUM,,
iPhone 3,CVE-2009-2815,"El componente Telephony en Apple iPhone OS anterior a v3.1 no maneja adecuadamente las notificaciones de llegada SMS, lo que permite a atacantes remotos provocar una denagación de servicio (puntero a deferencia NULL e interrupción del servicio) a través de un mensaje SMS manipulado.",NETWORK,LOW,NONE,NONE,COMPLETE,7.8,HIGH,,
iPhone 3,CVE-2009-3271,"Apple Safari en iPhone OS 3.0.1 permite a atacantes remotos provocar una denegación de servicio (fin de la aplicación) mediante una URL tel: larga en el atributo ""SRC"" de un elemento IFRAME.",NETWORK,MEDIUM,NONE,NONE,PARTIAL,4.3,MEDIUM,,
iPhone 3,CVE-2010-0038,"El modo de recuperación en Apple iPhone OS desde v1.0 hasta v3.1.2, y iPhone OS para iPod touch desde v1.1 hasta v3.1.2, permite a atacantes físicamente próximos evitar el bloqueo del dispositivo, y leer o modificar datos de forma arbitraria, a través del mensaje de control de USB que inicia una corrupción de memoria.",LOCAL,LOW,PARTIAL,PARTIAL,PARTIAL,4.6,MEDIUM,,
iPhone 3,CVE-2010-0496,"FreeBit ServersMan v3.1.5 para iPhone e iPod 3.1.2 e iPhone OS para iPod Touch, permite a atacantes remotos provocar una denegación de servicio (caída de demonio) a través de una petición HEAD para la URI /.",NETWORK,LOW,NONE,NONE,PARTIAL,5.0,MEDIUM,,
iPhone 3,CVE-2010-1176,"Safari en Apple iPhone OS v3.1.3 y en iPod touch permite a atacantes remotos provocar una denegación de servicio (caída de la aplicación) o posiblemente ejecutar código de su elección a través de vectores de ataque relacionados con un array de cadenas ""long"" (extensas), un array de elementos IMG con cadenas modificadas en sus atributos SRC, un elemento TBODY sin elementos TABLE asociados y ciertas llamadas relacionadas con el operador ""delete"" (borrar) y los métodos cloneNode, clearAttributes y CollectGarbage. Posiblemente es un asunto relacionado con el CVE-2009-0075.",NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE,9.3,HIGH,,
iPhone 3,CVE-2010-1177,Safari en Apple iPhone OS v3.1.3 y en iPod touch permite a atacantes remotos provocar una denegación de servicio (caída de la aplicación) o posiblemente ejecutar código de su elección a través de vectores de ataque relacionados con llamadas document.write con cadenas de texto extensas modificadas.,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE,9.3,HIGH,,
iPhone 3,CVE-2010-1178,Safari en Apple iPhone OS v3.1.3 y en iPod touch permite a atacantes remotos provocar una denegación de servicio (caída de la aplicación) a través de un bucle JavaScript que trata de construir una cadena de texto extensa de manera infinita.,NETWORK,MEDIUM,NONE,NONE,PARTIAL,4.3,MEDIUM,,
iPhone 3,CVE-2010-1179,"Safari en Apple iPhone OS v3.1.3 y en iPod touch permite a atacantes remotos provocar una denegación de servicio (caída de la aplicación) o posiblemente ejecutar código de su elección a través un intero ""large"" (grande) en un atributo numcolors de un elemento recolorinfo en un fichero VML. Posiblemente es un asunto relacionado con el CVE-2007-0024.",NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE,9.3,HIGH,,
iPhone 3,CVE-2010-1180,"Safari en Apple iPhone OS v3.1.3 y en iPod touch permite a atacantes remotos provocar una denegación de servicio (caída de la aplicación) o posiblemente ejecutar código de su elección a través de una cadena de excepción larga en una instrucción ""throw"" (generar excepción). Posiblemente es un asunto relacionado con el CVE-2009-1514.",NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE,9.3,HIGH,,
iPhone 3,CVE-2010-1181,Safari en Apple iPhone OS v3.1.3 y en iPod touch permite a atacantes remotos provocar una denegación de servicio (caída de la aplicación) o posiblemente ejecutar código de su elección a través de una cadena larga en un elemento MARQUEE.,NETWORK,MEDIUM,NONE,NONE,PARTIAL,4.3,MEDIUM,,
iPhone 3,CVE-2010-1226,"La funcionalidad de cliente HTTP en Apple iPhone OS 3.1 en el iPhone 2G y 3.1.3 en el iPhone 3GS permite a atacantes remotos provocar una denegación de servicio (caída de Safari, Mail o Springboard) mediante un innerHTML manipulado propiedad de un elemento DIV, en relación con un problema de ""caracter malformado"".",NETWORK,LOW,NONE,NONE,PARTIAL,5.0,MEDIUM,,
iPhone 3,CVE-2010-1797,"Múltiples desbordamientos de búfer en la región ?stack de la memoria en la función cff_decoder_parse_charstrings en el intérprete CFF Type2 CharStrings en el archivo cff/cffgload.c en FreeType anterior a versión  2.4.2, tal y como es usado en iOS de Apple anterior a versión  4.0.2 en el iPhone y iPod touch y anterior a versión 3.2.2 en el iPad, permite a los atacantes remotos ejecutar código arbitrario o causar una denegación de servicio (corrupción de memoria) por medio de códigos CFF  especialmente diseñados en fuentes insertadas en un documento PDF, como es demostrado por JailbreakMe. NOTA: algunos de estos detalles son obtenidos de información de terceros.",NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE,9.3,HIGH,,
iPhone 3,CVE-2010-2973,"Un desbordamiento de enteros en IOSurface en Apple iOS anterior a versión 4.0.2 en el iPhone y iPod touch, y anterior a versión 3.2.2 en la iPad, permite a los usuarios locales alcanzar privilegios por medio de vectores que involucran las propiedades de IOSurface, como es demostrado por JailbreakMe.",LOCAL,MEDIUM,COMPLETE,COMPLETE,COMPLETE,6.9,MEDIUM,,
iPhone 3,CVE-2010-4012,Condición de carrera en Apple iOS 4.0 a 4.1 para iPhone 3G y posteriores permite a atacantes físicamente próximos eludir el bloqueo con código de seguridad realizando una llamada desde la pantalla de llamadas de emergencia y rápidamente presionando el botón de reposo/activación.,LOCAL,HIGH,COMPLETE,COMPLETE,COMPLETE,6.2,MEDIUM,,
iPhone 3,CVE-2012-2648,"vulnerabilidad de ejecución de secuencias de comandos en sitios cruzados (XSS) en la app GoodReader v3.16 y anteriores para iOS en iPad, y v3.15.1 y anteriores para IOS en iPhone e iPod touch, permite a atacantes remotos inyectar secuencias de comandos web o HTML a través de vectores que implican el uso de la aplicación junto a un navegador.",NETWORK,MEDIUM,NONE,PARTIAL,NONE,4.3,MEDIUM,,
iPhone 3,CVE-2017-2352,"Se ha descubierto un problema en ciertos productos Apple. iOS en versiones anteriores a 10.2.1 está afectado. watchOS en versiones anteriores a 3.1.3 está afectado. El problema involucra al componente ""Unlock with iPhone"", que permite a atacantes eludir el mecanismo de protección de presencia de muñeca y desbloquear un dispositivo Watch a través de vectores no especificados.",LOCAL,LOW,NONE,PARTIAL,NONE,2.1,LOW,,
iPhone 3,CVE-2016-1187,Cybozu KUNAI para iPhone 2.0.3 hasta la versión 3.1.5 y para Android 2.1.2 hasta la versión 3.0.4 no verifica certificados SSL.,NETWORK,MEDIUM,PARTIAL,NONE,NONE,4.3,MEDIUM,,
iPhone 3,CVE-2010-1776,"Find My iPhone en iOS 2.0 hasta la versión 3.1.3 para iPhone 3G y posteriores e iOS 2.1 hasta la versión 3.1.3 para iPod touch (segunda generación) y posteriores, cuando Find My iPhone está deshabilitado, permite a usuarios remotos autenticados con una cuenta MobileMe asociada limpiar el dispositivo.",NETWORK,HIGH,NONE,NONE,COMPLETE,4.9,MEDIUM,,
iPhone 3,CVE-2019-9536,"La implementación de bootrom malloc del Apple iPhone 3GS devuelve un puntero no NULL cuando no puede asignar la memoria, también se conoce como ""alloc8"". Un atacante con acceso físico al dispositivo puede instalar un firmware arbitrario.",LOCAL,MEDIUM,COMPLETE,COMPLETE,COMPLETE,6.9,MEDIUM,,
iPhone 3,CVE-2020-1891,"Un parámetro controlado por usuario usado en videollamada en WhatsApp para Android versiones anteriores a v2.20.17, WhatsApp Business para Android versiones anteriores a v2.20.7, WhatsApp para iPhone versiones anteriores a v2.20.20 y WhatsApp Business para iPhone versiones anteriores a v2.20.20, podría haber permitido una escritura fuera de límites en dispositivos de 32 bits",NETWORK,LOW,PARTIAL,PARTIAL,PARTIAL,7.5,HIGH,,
iPhone 1,CVE-2008-5315,"Vulnerabilidad de salto de directorio en la interfaz web en Apple iPhone Configuration Web Utility 1.0 en Windows, que permite a los atacantes remotos leer arbitrariamente ficheros a través de vectores no especificados.",NETWORK,LOW,COMPLETE,NONE,NONE,7.8,HIGH,,
iPhone 1,CVE-2009-0145,CoreGraphics en Apple Mac OS X v10.4.11 y v10.5 antes de v10.5.7 permite a atacantes remotos ejecutar código arbitrario o causar una denegación de servicio (cuelgue de aplicación) a través de un archivo PDF manipulado que provoca la corrupción de memoria.,NETWORK,MEDIUM,PARTIAL,PARTIAL,PARTIAL,6.8,MEDIUM,,
iPhone 1,CVE-2009-0153,"International Components para Unicode (ICU) en Apple Mac OS X v10.5 antes de v10.5.7 no maneja correctamente las secuencias de bytes no válidos durante la conversión a Unicode, lo cual podría permitir a atacantes remotos realizar ataques de secuencias de comandos en sitios cruzados (XSS).",NETWORK,MEDIUM,NONE,PARTIAL,NONE,4.3,MEDIUM,,
iPhone 1,CVE-2009-0155,Desbordamiento inferior de enteros en CoreGraphics en Apple Mac OS X v10.5 antes de v10.5.7 permite a atacantes remotos ejecutar código arbitrario o causar una denegación de servicio (cuelgue de aplicación) a través de un archivo PDF elaborado creado que desencadena un desbordamiento de búfer basado en pila.,NETWORK,MEDIUM,PARTIAL,PARTIAL,PARTIAL,6.8,MEDIUM,,
iPhone 1,CVE-2007-2399,"WebKit en Apple Mac OS X versiones 10.3.9, 10.4.9 y posteriores, y iPhone versiones anteriores a 1.0.1, realiza una ""invalid type conversion"", que permite a atacantes remotos ejecutar código arbitrario por medio de conjuntos de tramas no especificados que desencadenan una corrupción de memoria.",NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE,9.3,HIGH,,
iPhone 1,CVE-2007-2400,"Una condición de carrera en Apple Safari versiones 3 Beta anteriores a 3.0.2 en Mac OS X, Windows XP, Windows Vista, y iPhone versiones anteriores a 1.0.1, permite a atacantes remotos omitir el modelo de seguridad de Java y modificar páginas fuera del dominio de seguridad y conducir ataques de tipo cross-site scripting (XSS) por medio de vectores relacionados con la actualización de páginas y redireccionamientos de HTTP.",NETWORK,MEDIUM,NONE,PARTIAL,NONE,4.3,MEDIUM,,
iPhone 1,CVE-2007-2401,"Una vulnerabilidad de inyección de CRLF en WebCore en Mac OS X las versiones 10.3.9, 10.4.9 y posterior, y iPhone anterior a la versión 1.0.1, permite a atacantes remotos inyectar encabezados HTTP arbitrarios por medio de caracteres LF en una petición XMLHttpRequest, que no se filtran al serializar los encabezados por medio de la función setRequestHeader. NOTA: este problema puede explotarse por ataques de tipo cross-site scripting (XSS).",NETWORK,MEDIUM,NONE,PARTIAL,NONE,4.3,MEDIUM,,
iPhone 1,CVE-2007-3742,"WEbKit en Apple Safari 3 Beta anterior al Update 3.0.3, y iPhone anterior a 1.0.1, no maneja adecuadamente la interacción entre el soporte para Nombres de Dominio Internacionales (International Domain Name o IDN) y las fuentes Unicode, lo cual permite a atacantes remotos crear un URL conteniendo ""caracteres con apariencia similar"" (homógrafos), y posiblemente realizar ataques de fraude (phishing).",NETWORK,MEDIUM,NONE,PARTIAL,NONE,4.3,MEDIUM,,
